budget,revenue,original_title,homepage,director,runtime,genres,vote_average,release_year
8000000,43000000,Escape from Alcatraz,0,Don Siegel,111,Crime|Drama,7.1,1979
20000000,35841901,The Black Hole,0,Gary Nelson,98,Adventure|Family|Science Fiction|Action,5.8,1979
14000000,13015688,The Concorde... Airport '79,0,David Lowell Rich,123,Action|Drama|Thriller,4.7,1979
8000000,106260000,Kramer vs. Kramer,0,Robert Benton,105,Drama,7.3,1979
35000000,31755742,1941,0,Steven Spielberg,113,Action|Comedy,5.4,1979
2300000,20000000,Breaking Away,0,Peter Yates,100,Drama|Comedy,7.2,1979
2700000,37799643,The Black Stallion,0,Carroll Ballard,118,Adventure|Family,6.8,1979
6400000,78371200,The Terminator,1,James Cameron,108,Action|Thriller|Science Fiction,7.1,1984
28000000,333000000,Indiana Jones and the Temple of Doom,1,Steven Spielberg,118,Adventure|Action,6.9,1984
30000000,295212467,Ghostbusters,1,Ivan Reitman,107,Fantasy|Action|Comedy|Science Fiction|Family,7.2,1984
11000000,153083102,Gremlins,0,Joe Dante,106,Fantasy|Horror|Comedy,6.8,1984
27000000,20158808,The Neverending Story,0,Wolfgang Petersen,102,Drama|Family|Fantasy|Adventure,6.8,1984
15000000,316360478,Beverly Hills Cop,0,Martin Brest,105,Action|Comedy|Crime,6.5,1984
18000000,51973029,Amadeus,0,MiloÅ¡ Forman,160,Drama|History|Music,7.5,1984
8000000,90815558,The Karate Kid,0,John G. Avildsen,126,Drama,6.7,1984
1800000,25504513,A Nightmare on Elm Street,0,Wes Craven,91,Horror,7.1,1984
18000000,31042035,Conan the Destroyer,0,Richard Fleischer,103,Adventure|Fantasy|Action,5.9,1984
28000000,40400657,2010,0,Peter Hyams,116,Thriller|Science Fiction,6.4,1984
40000000,30925690,Dune,0,David Lynch,137,Action|Science Fiction|Adventure,6.5,1984
10000000,86572238,Romancing the Stone,0,Robert Zemeckis,106,Action|Adventure|Comedy|Romance,6.3,1984
4500000,81198894,Police Academy,0,Hugh Wilson,96,Comedy|Crime,6.3,1984
18000000,87000000,Star Trek III: The Search for Spock,0,Leonard Nimoy,105,Science Fiction|Action|Adventure|Thriller,6.1,1984
8200000,80035402,Footloose,0,Herbert Ross,107,Drama|Family|Music|Romance,6.0,1984
1500000,2300000,Repo Man,0,Alex Cox,92,Comedy|Drama|Science Fiction,6.3,1984
22000000,28744356,Starman,1,John Carpenter,115,Action|Adventure|Drama|Romance|Science Fiction,6.3,1984
6000000,38435947,Bachelor Party,0,Neal Israel,105,Comedy,5.9,1984
6500000,23686027,Sixteen Candles,0,John Hughes,93,Comedy|Romance,6.7,1984
14400000,34700291,The Killing Fields,0,Roland JoffÃ©,141,War|Drama|History,7.2,1984
3000000,14418922,Night of the Comet,0,Thom Eberhardt,95,Action|Comedy|Horror|Science Fiction|Thriller,5.7,1984
15000000,28733290,The Last Starfighter,0,Nick Castle,101,Adventure|Science Fiction|Action,6.1,1984
25000000,5778353,Sheena,0,John Guillermin,117,Adventure|Fantasy|Action|Comedy|Science Fiction,4.8,1984
8000000,69821334,Splash,0,Ron Howard,111,Comedy|Fantasy|Romance,6.1,1984
1746964,2181987,"Paris, Texas",0,Wim Wenders,147,Drama,7.4,1984
10000000,8801940,Body Double,0,Brian De Palma,114,Mystery|Thriller,6.1,1984
25000000,38348988,City Heat,0,Richard Benjamin,93,Action|Comedy|Crime,5.2,1984
58000000,25928721,The Cotton Club,0,Francis Ford Coppola,127,Music|Drama|Crime|Romance,6.1,1984
9000000,20458340,Top Secret!,0,Jim Abrahams|David Zucker|Jerry Zucker,90,Comedy,6.8,1984
7200000,68392977,Purple Rain,0,Albert Magnoli,111,Drama|Music|Romance,6.9,1984
2550000,22812411,Missing in Action,0,Joseph Zito,101,Action|Adventure|Thriller|War,5.1,1984
28000000,47951979,The Natural,0,Barry Levinson,137,Drama,6.8,1984
800000,14000000,Children of the Corn,0,Fritz Kiersch,93,Drama|Fantasy|Horror|Thriller,5.6,1984
8000000,27187653,A Passage to India,0,David Lean,163,Drama|Adventure|History,6.7,1984
14500000,8089290,Streets of Fire,0,Walter Hill,93,Action|Thriller|Music,6.7,1984
1200000,4978922,Stop Making Sense,0,Jonathan Demme,88,Documentary|Music,8.4,1984
1250000,3412497,C.H.U.D.,0,Douglas Cheek,88,Horror|Science Fiction,4.5,1984
1000000,35000000,Ghoulies,0,Luca Bercovici,81,Comedy|Horror|Fantasy,3.6,1984
18000000,19265302,Best Defense,0,Willard Huyck,94,Action|Comedy,3.8,1984
5500000,801000,Razorback,0,Russell Mulcahy,95,Horror,5.6,1984
8000000,10600497,Broadway Danny Rose,0,Woody Allen,84,Comedy,6.6,1984
32350000,572700000,Return of the Jedi,1,Richard Marquand,135,Adventure|Action|Science Fiction,7.8,1983
25000000,65884703,Scarface,0,Brian De Palma,170,Action|Crime|Drama|Thriller,7.8,1983
36000000,160000000,Never Say Never Again,1,Irvin Kershner,134,Adventure|Action|Thriller,5.8,1983
27500000,183700000,Octopussy,1,John Glen,131,Adventure|Action|Thriller,5.9,1983
39000000,75800000,Superman III,0,Richard Lester,125,Comedy|Action|Adventure|Fantasy|Science Fiction,4.7,1983
40600000,90400000,Trading Places,0,John Landis,116,Comedy|Drama,6.9,1983
12000000,79567667,WarGames,1,John Badham,114,Thriller|Science Fiction,6.8,1983
15000000,61399552,National Lampoon's Vacation,0,Harold Ramis,98,Comedy|Adventure|Romance,6.9,1983
20500000,87987055,Jaws 3,0,Joe Alves,99,Horror,4.2,1983
22000000,67642693,Sudden Impact,0,Clint Eastwood,117,Action|Crime|Thriller,6.6,1983
6200000,63541777,Risky Business,0,Paul Brickman,98,Comedy|Romance,6.3,1983
27000000,21500000,The Right Stuff,0,Philip Kaufman,193,Drama|History,7.2,1983
3000000,21000000,Mickey's Christmas Carol,0,Burny Mattinson,26,Family|Animation,7.4,1983
10000000,25697647,The Outsiders,0,Francis Ford Coppola,91,Crime|Drama,6.8,1983
6500000,33759266,Porky's II: The Next Day,0,Bob Clark,98,Comedy,4.9,1983
12000000,30400000,Yentl,0,Barbra Streisand,132,Music|Drama|Romance,6.2,1983
22000000,42313354,Blue Thunder,0,John Badham,109,Science Fiction|Action|Thriller|Crime|Drama,5.8,1983
10000000,20766616,The Dead Zone,0,David Cronenberg,103,Thriller|Horror|Science Fiction,6.5,1983
4000000,92921203,Flashdance,0,Adrian Lyne,95,Drama|Music|Romance,6.1,1983
10000000,29450919,Twilight Zone: The Movie,0,John Landis|Steven Spielberg|George Miller|Joe Dante,101,Drama|Fantasy|Horror|Science Fiction|Thriller,6.0,1983
10000000,2494480,Rumble Fish,1,Francis Ford Coppola,94,Action|Adventure|Crime|Drama|Romance,6.3,1983
22000000,64892670,Staying Alive,0,Sylvester Stallone,93,Drama|Action|Music|Romance,4.8,1983
5000000,12232628,Lone Wolf McQuade,0,Steve Carver,107,Action|Thriller|Drama|Western|Crime,5.2,1983
5000000,34725000,Psycho II,0,Richard Franklin,113,Horror|Mystery|Thriller,6.0,1983
5952000,2120439,Videodrome,0,David Cronenberg,87,Horror|Mystery|Science Fiction,6.8,1983
1200000,760883,Fire and Ice,0,Ralph Bakshi,81,Animation|Fantasy|Science Fiction,6.1,1983
15000000,10219460,Brainstorm,0,Douglas Trumbull,106,Science Fiction|Thriller,6.2,1983
6000000,3661757,The Keep,0,Michael Mann,96,Drama|Foreign|Horror,5.3,1983
19000000,5656087,Something Wicked This Way Comes,0,Jack Clayton,95,Fantasy|Mystery|Thriller,6.3,1983
425000,10604986,The House on Sorority Row,0,Mark Rosman,91,Horror|Mystery|Thriller,5.5,1983
15000000,16500000,Spacehunter: Adventures in the Forbidden Zone,0,Lamont Johnson,90,Adventure|Science Fiction,5.1,1983
33000000,327311859,Se7en,1,David Fincher,127,Crime|Mystery|Thriller,7.9,1995
30000000,361958736,Toy Story,1,John Lasseter,81,Animation|Comedy|Family,7.5,1995
6000000,23341568,The Usual Suspects,1,Bryan Singer,106,Drama|Crime|Thriller,8.0,1995
72000000,210000000,Braveheart,0,Mel Gibson,177,Action|Drama|History|War,7.5,1995
58000000,352194034,GoldenEye,1,Martin Campbell,130,Adventure|Action|Thriller,6.4,1995
65000000,262797249,Jumanji,0,Joe Johnston,104,Adventure|Fantasy|Family,6.6,1995
90000000,366101666,Die Hard: With a Vengeance,0,John McTiernan,128,Action|Thriller,6.7,1995
35000000,113000000,Species,0,Roger Donaldson,108,Science Fiction|Horror|Action,5.2,1995
29500000,168840000,Twelve Monkeys,0,Terry Gilliam,129,Science Fiction|Thriller|Mystery,7.2,1995
52000000,355237933,Apollo 13,0,Ron Howard,140,Drama,7.1,1995
19000000,141407024,Bad Boys,0,Michael Bay,118,Adventure|Drama|Action|Comedy|Thriller,6.4,1995
55000000,346079773,Pocahontas,0,Mike Gabriel|Eric Goldberg,81,Adventure|Animation|Drama|Family,6.6,1995
60000000,187436818,Heat,0,Michael Mann,171,Action|Crime|Drama|Thriller,7.5,1995
2500000,5535405,Before Sunrise,0,Richard Linklater,105,Drama|Romance,7.6,1995
90000000,113493481,Judge Dredd,0,Danny Cannon,96,Science Fiction,5.2,1995
100000000,336529144,Batman Forever,0,Joel Schumacher,121,Science Fiction|Fantasy|Action|Crime,5.2,1995
52000000,116112375,Casino,0,Martin Scorsese,178,Drama|Crime,7.6,1995
30000000,254134910,Babe,0,Chris Noonan,89,Fantasy|Drama|Comedy|Family,5.9,1995
50000000,287928194,Casper,0,Brad Silberling,100,Fantasy|Comedy|Family,5.9,1995
4000000,4300000,Four Rooms,0,Allison Anders|Alexandre Rockwell|Robert Rodriguez|Quentin Tarantino,98,Comedy,6.4,1995
175000000,264218220,Waterworld,0,Kevin Reynolds,135,Adventure|Action,5.8,1995
30000000,212385533,Ace Ventura: When Nature Calls,0,Steve Oedekerk,90,Comedy,6.0,1995
24000000,182016617,The Bridges of Madison County,0,Clint Eastwood,135,Drama|Romance,6.9,1995
3600000,49800000,Leaving Las Vegas,1,Mike Figgis,112,Drama|Romance,6.9,1995
22000000,1106279658,The Net,0,Irwin Winkler,114,Crime|Drama|Mystery|Thriller|Action,5.6,1995
26000000,19075720,Johnny Mnemonic,0,Robert Longo,97,Adventure|Action|Drama|Science Fiction|Thriller,5.3,1995
7000000,25405445,Desperado,0,Robert Rodriguez,104,Thriller|Action|Crime,6.7,1995
17000000,182057016,While You Were Sleeping,0,Jon Turteltaub,103,Comedy|Drama|Romance,6.2,1995
20000000,21284514,To Die For,0,Gus Van Sant,106,Fantasy|Drama|Comedy|Thriller,6.4,1995
60000000,104324083,Under Siege 2: Dark Territory,0,Geoff Murphy,100,Action|Thriller,5.6,1995
98000000,18517322,Cutthroat Island,0,Renny Harlin,119,Action|Adventure,6.1,1995
18000000,122195920,Mortal Kombat,0,Paul W.S. Anderson,101,Action|Fantasy,5.4,1995
16500000,135000000,Sense and Sensibility,0,Ang Lee,136,Drama|Romance,7.1,1995
10000000,26488734,Billy Madison,0,Tamra Davis,89,Comedy,6.2,1995
15000000,66000000,Mighty Morphin Power Rangers: The Movie,1,Bryan Spicer,92,Action|Adventure|Science Fiction|Family|Fantasy,5.3,1995
30250000,115101622,Get Shorty,0,Barry Sonnenfeld,105,Comedy|Thriller|Crime,6.1,1995
50000000,30303072,Assassins,0,Richard Donner,132,Action|Adventure|Crime|Thriller,5.8,1995
32000000,18552460,The Quick and the Dead,0,Sam Raimi,107,Action|Adventure|Drama|Thriller|Western,6.2,1995
25000000,6600000,Tank Girl,0,Rachel Talalay,98,Action|Fantasy|Comedy|Science Fiction,5.5,1995
3500000,28215918,Friday,1,F. Gary Gray,91,Comedy|Drama,7.0,1995
11000000,39363635,Dead Man Walking,0,Tim Robbins,122,Drama,7.1,1995
53000000,157387195,Crimson Tide,0,Tony Scott,116,Action|Thriller|Drama,6.8,1995
45000000,20350754,Showgirls,0,Paul Verhoeven,128,Drama,5.3,1995
15000000,6700000,Mighty Aphrodite,0,Woody Allen,95,Comedy|Romance,6.5,1995
20000000,50012507,A Walk in the Clouds,0,Alfonso ArÃ¡u,103,Drama|Romance,6.5,1995
30000000,24048000,Virtuosity,0,Brett Leonard,106,Action|Crime|Science Fiction|Thriller,5.4,1995
8,16,The Prophecy,0,Gregory Widen,98,Fantasy|Horror|Thriller,5.5,1995
60000000,35431113,Money Train,0,Joseph Ruben,103,Action|Comedy|Crime,5.2,1995
28000000,31596911,Rob Roy,0,Michael Caton-Jones,139,Adventure,6.2,1995
20000000,7563728,Hackers,0,Iain Softley,107,Action|Crime|Thriller|Drama,6.4,1995
44000000,13681765,Nixon,0,Oliver Stone,192,History|Drama,6.3,1995
55000000,127600435,First Knight,0,Jerry Zucker,134,Action|Adventure|Drama|Romance,5.8,1995
21000000,23450000,Boys on the Side,0,Herbert Ross,115,Comedy|Drama,5.8,1995
5000000,15116634,Halloween: The Curse of Michael Myers,0,Joe Chappelle,88,Horror|Thriller,5.1,1995
50000000,11534477,Fair Game,0,Andrew Sipes,91,Action|Thriller|Romance,4.1,1995
6000000,2,Mallrats,0,Kevin Smith,94,Romance|Comedy,6.8,1995
62000000,107879496,The American President,0,Rob Reiner,106,Comedy|Drama|Romance,6.6,1995
11000000,178104,Canadian Bacon,0,Michael Moore,91,Action|Comedy,5.2,1995
42000000,7959291,Strange Days,1,Kathryn Bigelow,145,Crime|Drama|Science Fiction|Thriller,6.5,1995
500000,1148752,Living in Oblivion,0,Tom DiCillo,89,Drama|Comedy,6.9,1995
8169363,8175346,Nick of Time,0,John Badham,90,Crime|Drama|Thriller,6.0,1995
7000000,8349430,Smoke,0,Wayne Wang|Paul Auster,112,Comedy|Drama,6.8,1995
20000000,5781885,Screamers,0,Christian Duguay,108,Horror|Science Fiction,5.9,1995
1500000,7412216,Kids,0,Larry Clark,91,Drama|Crime,6.7,1995
17000000,7603766,Losing Isaiah,0,Stephen Gyllenhaal,106,Drama,6.5,1995
50000000,9851610,Jade,0,William Friedkin,95,Action|Thriller|Mystery|Romance,5.4,1995
14000000,19800000,Vampire in Brooklyn,0,Wes Craven,100,Comedy|Horror|Romance,4.5,1995
35000000,64350171,Sudden Death,0,Peter Hyams,106,Action|Adventure|Thriller,5.4,1995
8000000,529766,Things to Do in Denver When You're Dead,0,Gary Fleder,116,Drama|Crime,6.3,1995
50000000,152000000,Congo,0,Frank Marshall,109,Action|Adventure|Drama|Mystery|Science Fiction,4.8,1995
50000000,10382407,The Scarlet Letter,0,Roland JoffÃ©,135,Drama|History|Romance,5.3,1995
27000000,16140822,Devil in a Blue Dress,0,Carl Franklin,102,Drama|Mystery|Thriller,6.1,1995
12000000,27400000,Now and Then,0,Lesli Linka Glatter,100,Comedy|Drama|Family,6.3,1995
16000000,81452156,Waiting to Exhale,0,Forest Whitaker,127,Comedy|Drama|Romance,6.1,1995
35000000,15000000,Le Hussard sur le toit,0,Jean-Paul Rappeneau,135,War|Adventure|Drama|Romance,6.4,1995
10000000,23574130,How To Make An American Quilt,0,Jocelyn Moorhouse,116,Drama|Romance,6.6,1995
28000000,3983912,The Pebble and the Penguin,0,Don Bluth|Gary Goldman,74,Animation|Adventure|Family,4.8,1995
6400000,6,Never Talk to Strangers,0,Peter Hall,86,Thriller|Romance,4.5,1995
25000000,13071518,Clockers,0,Spike Lee,128,Mystery|Crime|Drama,6.7,1995
6,11,Tales from the Hood,0,Rusty Cundieff,98,Horror|Thriller,5.1,1995
6000000,5093707,Top Dog,0,Aaron Norris,86,Action|Adventure|Comedy|Family|Thriller,4.7,1995
1200000,14661007,Reservoir Dogs,0,Quentin Tarantino,99,Crime|Thriller,7.9,1992
28000000,504050219,Aladdin,1,Ron Clements|John Musker,90,Animation|Family|Comedy|Adventure|Fantasy,7.3,1992
18000000,358991681,Home Alone 2: Lost In New York,0,Chris Columbus,120,Comedy|Family|Adventure|Crime,6.2,1992
80000000,280000000,Batman Returns,0,Tim Burton,126,Action|Crime|Fantasy|Science Fiction|Thriller,6.5,1992
50000000,159773545,AlienÂ³,0,David Fincher,114,Science Fiction|Action|Horror,6.0,1992
35000000,321731527,Lethal Weapon 3,0,Richard Donner,118,Adventure|Action|Comedy|Thriller|Crime,6.1,1992
40000000,215862692,Dracula,0,Francis Ford Coppola,128,Romance|Horror,6.8,1992
35000000,156563139,Under Siege,0,Andrew Davis,103,Action|Thriller,5.9,1992
40000000,243240178,A Few Good Men,1,Rob Reiner,138,Drama|Thriller,6.9,1992
20000000,121697323,Wayne's World,0,Penelope Spheeris,94,Comedy,6.5,1992
49000000,352927224,Basic Instinct,1,Paul Verhoeven,127,Thriller|Mystery,6.4,1992
12500000,10725228,Glengarry Glen Ross,0,James Foley,100,Crime|Drama|Mystery,7.2,1992
40000000,58662452,Honey I Blew Up the Kid,0,Randal Kleiser,89,Adventure|Comedy|Family|Science Fiction,4.8,1992
1000000,2019469,Bad Lieutenant,0,Abel Ferrara,96,Crime|Drama,6.3,1992
14000000,159157447,Unforgiven,0,Clint Eastwood,131,Western,7.5,1992
31000000,231605150,Sister Act,0,Emile Ardolino,100,Music|Comedy,6.2,1992
47000000,7191399,1492: Conquest of Paradise,0,Ridley Scott,154,Action|Adventure|Drama|History,6.1,1992
8000000,17092453,Pet Sematary II,0,Mary Lambert,100,Horror,5.0,1992
31000000,134095253,Scent of a Woman,0,Martin Brest,157,Drama,7.1,1992
15000000,44065653,Passenger 57,0,Kevin Hooks,84,Action|Adventure|Thriller,5.4,1992
3000000,242623,Braindead,0,Peter Jackson,104,Horror|Comedy,7.4,1992
8000000,6739141,Fortress,0,Stuart Gordon,95,Action|Thriller|Science Fiction,5.4,1992
25000000,411006740,The Bodyguard,0,Mick Jackson,129,Thriller|Action|Drama|Music|Romance,6.1,1992
45000000,178051587,Patriot Games,0,Phillip Noyce,117,Drama|Action|Thriller|Crime,6.0,1992
10000000,50752337,The Mighty Ducks,0,Stephen Herek,101,Comedy|Family,6.5,1992
10000000,4160851,Twin Peaks: Fire Walk with Me,0,David Lynch,125,Drama|Mystery,6.8,1992
8000000,21706101,The Player,0,Robert Altman,124,Comedy|Drama,6.4,1992
5000000,12534961,Hellraiser III: Hell on Earth,0,Anthony Hickox,93,Horror|Thriller|War,5.1,1992
34000000,48169908,Malcolm X,0,Spike Lee,202,Drama|History,7.0,1992
40000000,75505856,The Last of the Mohicans,0,Michael Mann,112,Action|Adventure|Drama|History|Romance,6.8,1992
220000,2040920,El Mariachi,0,Robert Rodriguez,81,Action|Crime|Thriller,6.5,1992
11700000,88036683,The Hand that Rocks the Cradle,0,Curtis Hanson,110,Drama|Thriller,6.4,1992
5000000,1862805,Bitter Moon,0,Roman Polanski,139,Thriller|Drama|Romance,6.9,1992
27000000,14683921,City of Joy,0,Roland JoffÃ©,132,Drama,6.4,1992
40000000,107458785,A League of Their Own,0,Penny Marshall,128,Comedy|Drama|Family,6.6,1992
11000000,64088552,My Cousin Vinny,0,Jonathan Lynn,120,Comedy|Drama,7.0,1992
3705538,62548947,The Crying Game,1,Neil Jordan,112,Romance|Crime|Drama|Thriller,6.7,1992
40000000,70100000,Boomerang,0,Reginald Hudlin,117,Drama|Comedy|Romance,5.5,1992
10000000,32101000,The Lawnmower Man,0,Brett Leonard,108,Horror|Thriller|Science Fiction,5.2,1992
6000000,25792310,Candyman,0,Bernard Rose,99,Drama|Horror|Thriller,6.0,1992
23000000,57138719,Unlawful Entry,0,Jonathan Kaplan,117,Crime|Thriller,5.6,1992
24000000,22518097,Captain Ron,0,Thom Eberhardt,100,Action|Adventure|Comedy|Family,5.8,1992
40000000,14358033,Memoirs of an Invisible Man,1,John Carpenter,99,Action|Comedy|Drama|Fantasy|Science Fiction,5.3,1992
10000000,14356479,Rapid Fire,0,Dwight H. Little,95,Action|Thriller,6.2,1992
60000000,137783840,Far and Away,0,Ron Howard,140,Adventure|Drama|Romance|Western,6.2,1992
35000000,4651977,Radio Flyer,0,Richard Donner,114,Drama,6.3,1992
5000000,20146880,Juice,0,Ernest R. Dickerson,96,Action|Crime|Drama|Thriller,7.1,1992
10000000,8359717,Seong lung wui,0,Ringo Lam|Tsui Hark,89,Action|Comedy|Foreign,6.3,1992
16000000,48017402,Single White Female,0,Barbet Schroeder,107,Thriller,6.0,1992
20000000,11390479,Jennifer Eight,0,Bruce Robinson,124,Crime|Drama|Mystery,5.6,1992
17000000,4836637,Diggstown,0,Michael Ritchie,98,Action|Comedy|Drama,6.3,1992
12000000,37170057,Raising Cain,0,Brian De Palma,91,Drama|Horror|Thriller|Crime,5.5,1992
3000000,33946224,Strictly Ballroom,0,Baz Luhrmann,94,Comedy|Drama|Romance,6.3,1992
18000000,389925971,Raiders of the Lost Ark,1,Steven Spielberg,115,Adventure|Action,7.5,1981
2800000,26279000,Private Lessons,0,Alan Myerson,87,Romance|Comedy,6.1,1981
28000000,195312802,For Your Eyes Only,1,John Glen,127,Adventure|Action|Thriller,6.0,1981
12000000,29800000,The Fox and the Hound,1,Ted Berman|Art Stevens|Richard Rich,82,Adventure|Animation|Drama|Family,6.9,1981
2000000,24600832,Mad Max 2,0,George Miller,95,Adventure|Action|Thriller|Science Fiction,7.1,1981
11000000,31672907,History of the World: Part I,0,Mel Brooks,92,Comedy,6.3,1981
10000000,31973249,An American Werewolf in London,0,John Landis,97,Horror|Comedy,7.0,1981
350000,29400000,The Evil Dead,0,Sam Raimi,85,Horror,7.2,1981
6000000,50000000,Escape from New York,1,John Carpenter,99,Science Fiction|Action,6.5,1981
5500000,58972904,Chariots of Fire,0,Hugh Hudson,123,Drama|History,6.6,1981
1250000,21722776,Friday the 13th Part 2,0,Steve Miner,87,Horror|Thriller,6.2,1981
2500000,25533818,Halloween II,1,Rick Rosenthal,92,Horror|Thriller,6.4,1981
7000000,95461682,Arthur,0,Steve Gordon,97,Comedy|Drama|Romance,6.4,1981
1750000,100000,Road Games,0,Richard Franklin,101,Thriller|Horror|Mystery,5.8,1981
4000000,125728258,Porky's,0,Bob Clark,94,Comedy,6.0,1981
32000000,40382659,Reds,0,Warren Beatty,195,Drama|History,6.5,1981
18000000,72179579,The Cannonball Run,0,Hal Needham,95,Comedy,6.3,1981
12000000,40716963,Absence of Malice,0,Sydney Pollack,116,Drama|Romance|Thriller,6.8,1981
5000000,42365581,Time Bandits,0,Terry Gilliam,116,Family|Fantasy|Science Fiction|Adventure|Comedy,6.1,1981
4100000,14225876,Scanners,0,David Cronenberg,103,Horror|Science Fiction|Thriller,6.2,1981
10000000,85300000,Stripes,0,Ivan Reitman,106,Action|Comedy,6.5,1981
16000000,17374595,Outland,0,Peter Hyams,112,Science Fiction,5.7,1981
3000000,216166,Dead & Buried,0,Gary Sherman,94,Horror|Mystery,5.9,1981
18000000,12000000,Blow Out,0,Brian De Palma,108,Drama|Mystery|Thriller,7.4,1981
18000000,6000000,Dragonslayer,0,Matthew Robbins,108,Fantasy,6.7,1981
1000000,17985893,The Howling,0,Joe Dante,91,Drama|Horror,6.3,1981
5000000,19905359,Nighthawks,0,Bruce Malmuth,99,Action|Crime|Thriller,6.6,1981
14000000,35856053,Taps,0,Harold Becker,126,Drama,6.3,1981
15000000,41092328,Clash of the Titans,1,Desmond Davis,118,Adventure|Fantasy|Family,6.7,1981
8500000,29916207,Neighbors,0,John G. Avildsen,94,Comedy,4.4,1981
75000000,816969268,Independence Day,0,Roland Emmerich,145,Action|Adventure|Science Fiction,6.6,1996
80000000,457696359,Mission: Impossible,1,Brian De Palma,110,Adventure|Action|Thriller,6.5,1996
4000000,16491080,Trainspotting,0,Danny Boyle,93,Drama|Crime,7.6,1996
7000000,60611975,Fargo,1,Joel Coen,98,Crime|Drama|Thriller,7.6,1996
75000000,335062621,The Rock,0,Michael Bay,136,Action|Adventure|Thriller,6.8,1996
70000000,101371017,Mars Attacks!,1,Tim Burton,106,Comedy|Fantasy|Science Fiction,5.9,1996
14500000,147298761,Romeo + Juliet,1,Baz Luhrmann,120,Drama|Romance,6.6,1996
100000000,100138851,The Hunchback of Notre Dame,0,Gary Trousdale|Kirk Wise,91,Family|Fantasy|Animation,6.6,1996
80000000,230000000,Space Jam,1,Joe Pytka,88,Animation|Comedy|Drama|Family|Fantasy,6.3,1996
100000000,242295562,Eraser,1,Chuck Russell,115,Action|Drama|Mystery|Thriller,5.5,1996
54000000,320689294,101 Dalmatians,0,Stephen Herek,103,Comedy|Family,5.5,1996
32000000,152036382,Phenomenon,0,Jon Turteltaub,123,Drama|Fantasy|Romance|Science Fiction,6.0,1996
19000000,25836616,From Dusk Till Dawn,1,Robert Rodriguez,108,Horror|Action|Thriller|Crime,6.9,1996
40000000,152266007,A Time to Kill,0,Joel Schumacher,149,Crime|Drama|Thriller,7.0,1996
46000000,150000000,Star Trek: First Contact,1,Jonathan Frakes,111,Science Fiction|Action|Adventure|Thriller,6.8,1996
12000000,41205099,Happy Gilmore,0,Dennis Dugan,92,Comedy,6.4,1996
60000000,129832389,Jingle All the Way,0,Brian Levant,89,Comedy|Family,5.5,1996
14000000,173046663,Scream,0,Wes Craven,111,Crime|Horror|Mystery,6.9,1996
65000000,89456761,The Long Kiss Goodnight,0,Renny Harlin,120,Action|Crime|Drama|Mystery|Thriller,6.4,1996
50000000,273552592,Jerry Maguire,0,Cameron Crowe,139,Comedy|Drama|Romance,6.5,1996
36000000,33459416,Matilda,0,Danny DeVito,98,Comedy|Family|Fantasy,6.8,1996
57000000,115267375,DragonHeart,0,Rob Cohen,103,Fantasy,6.1,1996
54000000,128769345,The Nutty Professor,0,Tom Shadyac,95,Fantasy|Comedy|Romance|Science Fiction,5.4,1996
80000000,159212469,Daylight,0,Rob Cohen,115,Action|Adventure|Thriller,5.6,1996
30000000,57400547,The Quest,0,Jean-Claude Van Damme,95,Action|Adventure,5.1,1996
50000000,60209334,Chain Reaction,0,Andrew Davis,107,Adventure,5.3,1996
27000000,231976425,The English Patient,0,Anthony Minghella,162,Drama|Romance|War,6.9,1996
55000000,121969216,Executive Decision,0,Stuart Baird,133,Action|Adventure|Drama|Thriller,5.5,1996
92000000,494471524,Twister,0,Jan de Bont,113,Action|Adventure|Drama,5.9,1996
80000000,309492681,Ransom,0,Ron Howard,117,Action|Thriller,6.2,1996
47000000,102825796,The Cable Guy,0,Ben Stiller,96,Comedy|Drama|Thriller,5.4,1996
44000000,165615285,Sleepers,0,Barry Levinson,147,Crime|Drama|Thriller,7.2,1996
30000000,29359216,The Frighteners,0,Peter Jackson,110,Horror|Comedy,6.5,1996
50000000,150270147,Broken Arrow,0,John Woo,108,Action|Adventure|Drama|Thriller,5.5,1996
50000000,42277365,Escape from L.A.,1,John Carpenter,97,Action|Adventure|Science Fiction|Thriller,5.4,1996
36000000,20300385,The People vs. Larry Flynt,0,MiloÅ¡ Forman,129,Drama,6.5,1996
25000000,14048372,The Arrival,0,David Twohy,115,Action|Mystery|Science Fiction|Thriller,5.7,1996
4500000,7011317,Bound,0,Lana Wachowski|Lilly Wachowski,108,Romance|Drama|Thriller|Crime,6.5,1996
200000,4505922,Swingers,0,Doug Liman,94,Comedy|Romance,6.9,1996
50000000,113309743,Striptease,0,Andrew Bergman,115,Drama|Thriller|Crime,4.4,1996
55000000,18626419,The Fan,0,Tony Scott,116,Drama|Mystery|Thriller,5.6,1996
45000000,58620973,Jack,0,Francis Ford Coppola,113,Comedy|Drama|Science Fiction,5.8,1996
30000000,102616183,Primal Fear,0,Gregory Hoblit,129,Crime|Drama|Mystery|Thriller,7.3,1996
46000000,100860818,Courage Under Fire,0,Edward Zwick,117,Drama|Thriller|Mystery|War,6.1,1996
9000000,41590886,Set  It Off,1,F. Gary Gray,118,Drama|Action|Crime,7.0,1996
15000000,24769466,The Craft,0,Andrew Fleming,101,Fantasy|Drama|Horror|Thriller,6.2,1996
4000000,16675000,Hellraiser: Bloodline,0,Kevin Yagher,86,Horror|Thriller|Science Fiction,4.8,1996
